Character,Relation,Attribute,Content
Runaway,,item_wax_innoculant,Can't keep moving if you're sick.
Leper,,item_wax_innoculant,One wasting illness is enough.
,,item_whetstone,A dull blade will doom us.
Occultist,,item_whetstone,A soothing yet productive activity.
Man-at-arms,,item_whetstone,A little honing goes a long way.
Plague Doctor,,item_whetstone,A scalpel must have a perfect edge.
Grave Robber,,item_whetstone,So sharp I can slice silk.
Highwayman,,item_whetstone,Five strokes should do.
Jester,,item_whetstone,"I prefer to lop, not hack."
Bounty Hunter,,item_whetstone,There's a notch in my axe...
Hellion,,item_whetstone,A clan is only as strong as its weakest blade.
Runaway,,item_whetstone,Time to sharpen up the ol' rib-sticker.
Leper,,item_whetstone,Why club when I can cleave?
,,item_whiskey_barrel,There's enough for all and myself a little more.
Occultist,,item_whiskey_barrel,I will not drink from the spigot.
Man-at-arms,,item_whiskey_barrel,"Stow your arms, time to make merry!"
Plague Doctor,,item_whiskey_barrel,There's more to life than treatises and texts!
Grave Robber,,item_whiskey_barrel,I'll knock back a draught or three!
Highwayman,,item_whiskey_barrel,"Well, let's do it up proper then!"
Jester,,item_whiskey_barrel,Let's gather round for... A round...
Bounty Hunter,,item_whiskey_barrel,Revelry?
Hellion,,item_whiskey_barrel,Drink fortifies the spirit!
Runaway,,item_whiskey_barrel,... Maybe we can relax for one night.
Leper,,item_whiskey_barrel,Life is short and often cruel. Revel when you can.
,,item_whiskey_bottle,Who else wants a pull?
Occultist,,item_whiskey_bottle,Dulling the mind is a necessary ritual.
Man-at-arms,,item_whiskey_bottle,A bottle for compatriots!
Plague Doctor,,item_whiskey_bottle,"Oh, it burns!"
Grave Robber,,item_whiskey_bottle,Barely worth sharing.
Highwayman,,item_whiskey_bottle,"I don't usually share, but..."
Jester,,item_whiskey_bottle,"Finally, a drinking <i>and</i> singing partner!"
Bounty Hunter,,item_whiskey_bottle,Don't hog it.
Hellion,,item_whiskey_bottle,Share my drink? Hmph. Only since you asked.
Runaway,,item_whiskey_bottle,Sharing food and drink? ... Strange. But... okay.
Leper,,item_whiskey_bottle,A shared bottle is a bridge built. Or mended.
,,item_whiskey_flask,How delightful the warmth that spreads.
Occultist,,item_whiskey_flask,I only drink it for the flavour.
Man-at-arms,,item_whiskey_flask,I used to have three or four stashed in my britches for battle.
Plague Doctor,,item_whiskey_flask,Isn't this a disinfectant?
Grave Robber,,item_whiskey_flask,Why not?
Highwayman,,item_whiskey_flask,Always gone too fast.
Jester,,item_whiskey_flask,A nip to loosen over-tight strings.
Bounty Hunter,,item_whiskey_flask,Does the trick.
Hellion,,item_whiskey_flask,Barely a whelp's gulp in here!
Runaway,,item_whiskey_flask,Usually prefer to keep a clear head...
Leper,,item_whiskey_flask,I'll take this back in the Stagecoach.
,,item_whittling_tools,I'm making a duck.
Occultist,,item_whittling_tools,Mundane activities to soothe the mind.
Man-at-arms,,item_whittling_tools,This takes me back to my childhood.
Plague Doctor,,item_whittling_tools,Even the mind requires rest.
Grave Robber,,item_whittling_tools,Have to kill time somehow.
Highwayman,,item_whittling_tools,I did this as a boy.
Jester,,item_whittling_tools,Give me some time and I'll have made a new lute.
Bounty Hunter,,item_whittling_tools,Might cut myself.
Hellion,,item_whittling_tools,Anyone have a larger knife?
Runaway,,item_whittling_tools,Busy hands soothe the nerves.
Leper,,item_whittling_tools,What's the sport if I can't feel the misses?
,,item_wild_tea,Gulp generously and prepare for a journey of the mind.
Occultist,,item_wild_tea,How odd - my mind both loosens and sharpens...!
Man-at-arms,,item_wild_tea,I say... is the floor moving? Ha!
Plague Doctor,,item_wild_tea,I used this to enhance my memory while studying.
Grave Robber,,item_wild_tea,"A rare indulgence, to let so loose. Why not?"
Highwayman,,item_wild_tea,"I feel... oddly relaxed, yet awake. Huh."
Jester,,item_wild_tea,They say symphonies are written on this stuff.
Bounty Hunter,,item_wild_tea,"Eyes feel sharper. Ears, too. Hmm."
Hellion,,item_wild_tea,Let us sit and commune with our kin departed.
Runaway,,item_wild_tea,I dunno about this. Leaves one defenseless...
Leper,,item_wild_tea,Like reaches out to like. Connections. Beauty. Hope.
Jester,,item_oddly_tuned_lute,"Liven up, would you?"
Jester,,item_oddly_tuned_lute,I love a captive audience.
Jester,,item_oddly_tuned_lute,*harmonious humming*
Occultist,,item_oddly_tuned_lute,What an oddly pleasing resonance...
Man-at-arms,,item_oddly_tuned_lute,Your hands are made of stern stuff!
Plague Doctor,,item_oddly_tuned_lute,Fascinating! My boot taps of its own accord!
Grave Robber,,item_oddly_tuned_lute,I performed this gavotte as a girl...
Highwayman,,item_oddly_tuned_lute,Feels nice. Feels... normal.
Bounty Hunter,,item_oddly_tuned_lute,Nice try. Still ain't singing.
Hellion,,item_oddly_tuned_lute,Needs drums.
Runaway,,item_oddly_tuned_lute,Huh. Been ages since I heard music.
Leper,,item_oddly_tuned_lute,Music often reaches where medicine cannot.
Highwayman,,item_morbid_joke,You ever hear the one about the chandler...?
Highwayman,,item_morbid_joke,What's red and bad fer your teeth? ... A brick.
Highwayman,,item_morbid_joke,Dark humour is like food. Not everyone gets it.
Occultist,,item_morbid_joke,You certainly have a way with words.
Man-at-arms,,item_morbid_joke,"I've heard worse, lad."
Plague Doctor,,item_morbid_joke,Ehm. Was that the punchline?
Grave Robber,,item_morbid_joke,"That's nothing, darling. How about the one..."
Jester,,item_morbid_joke,... ... ... Heh.
Bounty Hunter,,item_morbid_joke,*snort*
Hellion,,item_morbid_joke,Ha HAH!
Runaway,,item_morbid_joke,I... I don't get it.
Leper,,item_morbid_joke,If this helps you pass the time...
Man-at-arms,,item_improvised_strategy,"Right, you all listen here..."
Man-at-arms,,item_improvised_strategy,"Gather 'round the map, now..."
Man-at-arms,,item_improvised_strategy,At last! A path to victory!
Occultist,,item_improvised_strategy,Persuasive.
Plague Doctor,,item_improvised_strategy,Riveting! I follow your logic.
Grave Robber,,item_improvised_strategy,*yawwwwn* 'Course I'm listening.
Highwayman,,item_improvised_strategy,Hm. Seems sensible enough.
Jester,,item_improvised_strategy,"Ah, forethought, my old nemesis."
Bounty Hunter,,item_improvised_strategy,Solid plan.
Hellion,,item_improvised_strategy,Too much talking.
Runaway,,item_improvised_strategy,Can't we just try to sneak through?
Leper,,item_improvised_strategy,The prepared mind slumbers peacefully.
Plague Doctor,,item_experimental_remedy,Fret not - these always fizz!
Plague Doctor,,item_experimental_remedy,You may feel a slight tingling...!
Plague Doctor,,item_experimental_remedy,"No, it hasn't gone off. That's the sulfur."
Occultist,,item_experimental_remedy,I dearly hope my sense of smell recovers.
Man-at-arms,,item_experimental_remedy,Can't be choosy with field medicine.
Grave Robber,,item_experimental_remedy,I'd swear she enjoys subjecting us to this.
Highwayman,,item_experimental_remedy,Pass it here. This journey's wearin' me down.
Jester,,item_experimental_remedy,You're <i>hilarious</i>.
Bounty Hunter,,item_experimental_remedy,Long as it works...
Hellion,,item_experimental_remedy,What foul spirits! Yet refreshing!
Runaway,,item_experimental_remedy,<i>Ugggghhh.</i> I feel queasy.
Leper,,item_experimental_remedy,Perhaps wasted on one such as I...
Leper,,item_precious_collection,I will likely never see the shores of home again.
Leper,,item_precious_collection,Some memories weigh in the pocket - others are lighter.
Leper,,item_precious_collection,We will never forget that which we can touch.
Occultist,,item_precious_collection,I too hold on to some remnants of a former life...
Man-at-arms,,item_precious_collection,Pretty trinkets.
Plague Doctor,,item_precious_collection,These seem inert. What do they...<i>do?</i>
Grave Robber,,item_precious_collection,"Mm, you've got a story, don't you?"
Highwayman,,item_precious_collection,"Bold man, carrying the past around."
Jester,,item_precious_collection,Shiny.
Bounty Hunter,,item_precious_collection,These look expensive.
Hellion,,item_precious_collection,Talismans hold power.
Runaway,,item_precious_collection,"Oh wow, where'd you get these? They're beautiful!"
Runaway,,item_tar_filled_colambre,Heh heh. They never see me coming.
Runaway,,item_tar_filled_colambre,More fun than wine.
Runaway,,item_tar_filled_colambre,You're going to burn so hot...
Occultist,,item_guided_meditation,Walk with me. Let me take you to the outer spheres...
Occultist,,item_guided_meditation,Let us travel both time and space.
Occultist,,item_guided_meditation,Who knows what we might discover?
Man-at-arms,,item_guided_meditation,Can't say I've done <i>this</i> before...
Plague Doctor,,item_guided_meditation,I remain skeptical. However...
Grave Robber,,item_guided_meditation,What if we... see... something?
Highwayman,,item_guided_meditation,Don't normally travel with a guide.
Jester,,item_guided_meditation,"Here, I'll strum a few notes..."
Bounty Hunter,,item_guided_meditation,This is new.
Hellion,,item_guided_meditation,Our spirit guides would smoke this stuff...
Runaway,,item_guided_meditation,I don't know... I don't like letting go.
Leper,,item_guided_meditation,I will walk with you. Let us step beyond ourselves.
Grave Robber,,item_the_very_best,"Bottoms up, love."
Grave Robber,,item_the_very_best,T'your health and pleasure.
Grave Robber,,item_the_very_best,May we profit while our enemies suffer.
Hellion,,item_war_paint,Mmm. Smells like my first hunt.
Hellion,,item_war_paint,These flowers don't grow around here...
Hellion,,item_war_paint,Mother. Let me do your colours proud.
,,item_medicinal_leeches,Even the medicine hungers for my blood.
Man-at-arms,,item_medicinal_leeches,Flinch not! Merely some blood... Errgh.
Plague Doctor,,item_medicinal_leeches,I recognize this species! Adequate at best.
Grave Robber,,item_medicinal_leeches,Is my countenance so wan?
Highwayman,,item_medicinal_leeches,I like my blood where it is.
Jester,,item_medicinal_leeches,Think that one's lookin' at me.
Hellion,,item_medicinal_leeches,Is this... food?
Occultist,,item_medicinal_leeches,"A dated technique, but sometimes effective."
Runaway,,item_medicinal_leeches,"Fine. I'll let you, but I won't like it."
Leper,,item_medicinal_leeches,Ah. We meet again.
Bounty Hunter,,item_medicinal_leeches,So be it.
,,story_assist_torch_1,A little help is the least we can offer.
,,story_assist_torch_2,A little assistance goes a long way!
,,story_assist_torch_3,Good deeds quiet the whispers.
,,story_assist_torch_4,I foresee no negative consequences should we assist.
,,story_assist_torch_5,They have struck a chord in my cold black heart.
,,story_assist_torch_6,A tale or maybe a song is all these poor folk need!
,,story_assist_torch_7,Let us be true heroes!
,,story_assist_torch_8,Let's help.
,,story_assist_torch_9,"Could be us needing a hand tomorrow, I guess."
,,story_assist_torch_10,Bright seeds planted in dark soil always bear fruit.
,,story_assist_supplies_01,"It's a long, hungry road. Fancy a trade?"
,,story_assist_supplies_02,Never one to turn down a meal.
,,story_assist_supplies_03,Hard work soothes the unquiet mind.
,,story_assist_supplies_04,Hmph. Beats another supper of slime mould.
,,story_assist_supplies_05,I'm loath to admit their peasant victuals tempt me.
,,story_assist_supplies_06,I'm able. I'm hungry. Let's barter.
,,story_assist_supplies_07,Dirty hands feed the spirit <i>and</i> the belly.
,,story_assist_supplies_08,Better eating than on the coach.
,,story_assist_supplies_09,We'd be fools not to help if food's on the table.
,,story_assist_supplies_10,I am not too proud for the plow. Let us aid them.
,,story_assist_combat_supplies_01,"I was a nobody with a blade once, too."
,,story_assist_combat_supplies_02,They face these fiends with shovels - that's grit.
,,story_assist_combat_supplies_03,We should aid any who forestall the abyss.
,,story_assist_combat_supplies_04,Tinctures? Powders? Shall we swap?
,,story_assist_combat_supplies_05,"Oh, look at you scrappy things. Need a hand?"
,,story_assist_combat_supplies_06,They are either insane or an inspiration.
,,story_assist_combat_supplies_07,Such fighting spirit! I lend you my arm.
,,story_assist_combat_supplies_08,There's fight in these folks yet.
,,story_assist_combat_supplies_09,We can help if you make it worth our while.
,,story_assist_combat_supplies_10,The herds on the plains know strength in numbers.
,,story_assist_standard_101,A promise of reward? Let's help them.
,,story_assist_standard_102,Mercenaries can do more than kill.
,,story_assist_standard_103,An energy exchange will benefit us all.
,,story_assist_standard_104,My sums indicate this effort pays for itself.
,,story_assist_standard_105,Who am I to resist some needed supplies and a good deed done?
,,story_assist_standard_106,The timbre of full barrels better suits my music. Let's help.
,,story_assist_standard_107,I'd help for nothing but your goods are a fair turn.
,,story_assist_standard_108,If they're paying...
,,story_assist_standard_109,We'll eat better tonight if we help 'em.
,,story_assist_standard_110,Some harvests yield beyond the sweat paid.
,,story_assist_standard_201,I've got just the tale to brighten their hearts!
,,story_assist_standard_301,Our journey has been a fount for inspiring anecdotes!
,,story_assist_inspire_1,These people need hope more than anything.
,,story_assist_inspire_2,Good morale is stronger than any steel.
,,story_assist_inspire_3,Uplifting words hold more power than almost any spell.
,,story_assist_inspire_4,We can prove to them that they can survive.
,,story_assist_inspire_5,Encouragement costs nothing.
,,story_assist_inspire_6,Let us turn some smiles upside down. Frowns. I meant frowns.
